"396", "DNM 6.110", "BK hitta, M hiṁva, S hiṁta; T bhitti"
"397", "DNM 1.105", "B pittaraṁ, KS hittaraṁ; M hiṁnaraṁ; T bhittarī"
"398", "DNM 6.23 [pakkaggahō]", "T vajjhahāō"
"399", "DNM 6.110 [bhaṁbhalō]", "B hahalaaṁ; KMT hahalaō; S hahahalavō"
"400", "DNM 3.41", "BKM jahalō; S jahahalō, 'T jihalō"
"401", "DNM 6.73", "S parihaḍō"
"402", "DNM 1.6", "S. akō"
"403", "?", ""
"404", "Sk kā rāmam; DNM 2.23 [kaṇṇavālaṁ]", "KS kaṇṇā । rāmaṁ 2, avataṁsaḥ; M hiṁkaṁ rārāma ; T kaṇṇāmāmī apatīsaḥ (1)"
"405", "DNM 8.12", "K sirivāō. T, kusāraḥ for āsāraḥ"
"406", "DNM 6.131", "T mātaliā"
"407", "DNM 8.38 [suviā]", "B suvijjā, T sukhiā"
"408", "DNM 8.44", ""
"409", "DNM 8.44 [sēāluōṁ]", ""
"410", "?", "S om. this word"
"411", "DNM 7.51 [vuivalaō]", "S om. this word"
"412", "DNM 8.34 [sīhalaya]", "KMS sihaiā;T sihahalaō"
"413", "DNM 8.58 [sōvaṇō]", ""
"414", "DNM 8.54 [siṁdurayaṁ]", "B tiduriā; KMS sidūriā; T sudarīā"
"415", "DNM 8.58", "BKS sōvaṇṇa"
"416", "DNM 1.34 [asagarya]", "B asaggaa; T asiggaaṁ"
"417", "DNM 1.106 [ucca9]", "B uccaḍaṁ; M uvaṁḍaṁ; T. uccuḍaṁ; T2 uccahūṁ"
"418", "?", "B uvaṇaṁ; K utthavaṇaṁ; M ḍaṁḍavaṇē; T utthavaṇī"
"419", "DNM 1.118 [umpigāliā karōtsaṁgaḥ]", "M upiṁgariā; T uppaggaliā"
"420", "?", "B bhaṁgōuṇaṁ; T sigōtthaṇaṁ. KMS praṇītaṁ for vraṇitam"
"421", "DNM 1.148 [ōppā]", "M upā. T mahyādērjina for maṇyādē'"
"422", "DNM 1.121 [ucculauliaṁ]", "M upulapōliaṁ; T uppilavēliaṁ"
"423", "DNM 1.57 [hara]", ""
"424", "DNM 8.16 [sattiaṇā]", "KMS saviḍḍāṇā; T sattipuṇṇā"
"425", "DNM 1.17 [= avajñā]", "K anilā"
"426", "DNM 8.71 [= vēgaḥ]", ""
"427", "DNM 1.101 [uvvēttāla]", "B uccattāla; S uccatālaṁ"
"428", "Sk apasaraḥ", "T avasiriō"
"429", "?", "KS uppā halaō (probably two words); T uppāhulaō"
"430", "DNM 6.128 [=jyōtsnā]", ""
"431", "DNM 7.65", "M piuṁpō;piṁḍapō"
"432", "Sk anapiśācaḥ", ""
"433", "Sk grahakallōla" ,""
"434", "DNM 1.122 [uttiriviḍī]", "BK ukkariviḍiaṁ; S ukkadiviḍia, T uttirīviḍia"
"435", "DNM 8.5", ""
"436", "DNM 7.71 [viralliaṁ]", ""
"437", "DNM 7.52", "BT paṇapakkasāvaō, M caṇapaṁkasāvaa"
"438", "DNM 7.90", "B picchēō, K vicchāō; S vicchōō"
"439", "Sk usrā", ""
"440", "DNM 7.18", "KS aṁsua"
"441", "DNM 7.88", "K piuttō, S viutō"
"442", "?", "KS dunviṇṇaraṁ, T uppiṇiraṁ"
"443", "DNM 5.57 [ghaṁgō 1]", "BT uṇhō; S dukkhō"
"444", "?", "BT dayagaḍō"
"445", "DNM 6.134", "S mahi"
"446", "DNM 1.62", ""
"447", "DNM 1.62 [āmōḍō ?]", "BKST āallō"
"448", "?", ""
"449", "DNM 7.57", "BK vālacaṁ; S jālacca; T valappa"
"450", "DNM 2.25", ""
"451", "DNM 4.16 [ḍhaḍharō]", "S ḍaḍḍuraṁ; T ḍhaṁḍharaṁ"
"452", "DNM 2.48", "B kōcappī; M kōccaccha; T kōccāppa. B alakahitakaraṇaṁ for alīka"
"453", "DNM 6.60 [A variant of pōī]", "M pēṁṭa"
"454", "DNM 6.125", "B majjhimaḍaḍaṁ, T majjhaḍimagaḍi"
"455", "DNM 3.55", "B jharakō; T jhārakkō"
"456", "Sk kṣōbha ?", "S khōata; T kōdhigī (1)"
"457", "?", "Cf. aṭṭala, extremely clever in Marathi"
"458", "DNM 1.88 [urarī]", ""
"459", "Sk khara?", ""
"460", "DNM 2.69", "S svaparō"
"461", "DNM 2.79 [kharaḍia]", "KT karaḍiō"
"462", "DNM 2.34 [kuṭī vastranibaddha dravyam]", ""
"462A", "pōṭṭalaṁ ?", "K kuṁbhēpōlika, S kuṁmipōḍalikaṁ; T kubhipōlikī"
"463", "DNM 2.88", "S jaṁgaṇaśaṁdō; T gaṇasahō"
"464", "DNM 3.15 [= sasnēha:1]", "BK cuccō; M cucō; S caccō"
"465", "DNM 1.148 [ōjjha]", "B ujjhu araṇya, M ujhaṁ"
"466", "DNM 6.44 [pāraṁparō]", ""
"467", "DNM 1.131 [uttappō ?]", "B uttātō; T uttārō"
"468", "?", "T kiliō"
"469", "DNM 4.23", "S ṇāvō"
"470", "Sk mada ?", "B maḍallō"
"471", "DNM 7.91", "B pittēī; T cittaī"
"472", "?", "from pūrṇa:? BKS yūṇō; T suṇō"
"473", "DNM 3.15", "B cuḍūlī; T cuḍilaṁ. Cf cūḍa in Marathi"
"474", "DNM 6.114 [mahaṇa 2]", ""
"475", "DNM 3.61", ""
"476", "DNM 3.54", ""
"477", "?", "KS hata; T bhigi?"
"478", "DNM 6.135", "M turaī; T muraraṁ. KM āsanaṁ for asatī"
"479", "?", ""
"480", "DNM 4.15 [ṭēṁkī]", "BK ḍōṁḍī; T ḍhēḍha"
"481", "DNM 4.41", "B ṇasārā; KS ṇisārō"
"482", "DNM 5.25", "B dhalaō"
"483", "DNM 6.1", "B palī; K phalaṁ"
"484", "DNM 6.111", "B mōlō; T malōlō"
"485", "DNM 4.34", "S ṇivāvō"
"486", "DNM 4.1", "B ṭharaārō; S umarō; T + ārō"
"487", "DNM 3.9", "B caravāō"
"488", "DNM 2.82 [gaṁḍārī]", "B giḍḍilī; KS giḍḍirī, T gēṁḍarī. Cf gaṁḍērī in Marathi"
"489", "DNM 1.80", "B idagilīdhūmō; T idēgirīghūmī"
"490", "DNM 6.39 [pāīṁkī]", "BKS paśaḍukī ; T pāsukī"
"491", "DNM 7.15 [rōḍī aṇiśibikā]", "B rōhiāu. BKMST prāṇiśibikā for vaṇi"
"492", "?", "B rōrarī"
"493", "DNM 6.104", "BKS hāalō, T bhāyālō"
"494", "DNM 7.77", "B vēḍhiō; KS vēḍaō; M vēḍhaō"
"495", "vēaḍiō? DNM 7.77", ""
"496", "", "KS rōppālō (rō); M rōṁpārō; T vōppacaō"
"497", "DNM 6.43", "B vārāvarō; Tpārāvāraō"
"498", "DNM 5.21 [talavattō]", "T kalavattī"
"499", "DNM 3.29 [chikkōaṇōṁ]", "B chacchaaṇō; M chichaaṇō; T picchaagō. KS āsōḍhā; M āṇasōḍhā for asōḍhā"
"500", "DNM 1.51 [aṇiha]", "T aṇahaṁ. T mukhalaṁ for mukham"
"501", "?", "B dirilēā; M dirilaā; ST dariā"
"502", "DNM 3.46 [jīvayamaī]", "M breaks off at jīvibha and hence variants from this manuscript are not noted. KS yāmugāvarṣiṇī mr̥gī; DNM mr̥gākarṣaṇahētupdhamr̥gī for kāmukākarṣiṇī mr̥gī"
"503", "DNM 5.63", "BT samayaṁ. DNM hass cōrā durgāpuratō hatvā puruṣaṁ tadaṅgarudhirēṇa । gahanē kurvanti baliṁ dharmārtha dhammaraṁ taṁ tu"
"504", "DNM 6.118 [muṁgusō, muggasō]", "BT luguō; KS gugguō"
"505", "DNM 6.118", "B laggusō; K guggusō; T luggusō"
"506", "DNM 7.40 [vaggōō]", "KS kāgōpaō K bakula: for nakulā"
"507", "DNM 5.43 [dūsalō durbhagaḥ]", "B usalī"
"508", "DNM 3.20", "B vapphalī; KS capalaṁ"
"509", "?", "KS haṭhaḥ for bhaṭaḥ"
"510", "DNM 2.107", "B ghādharī, T ghargharī"
"511", "DNM 2.107 [ghaṇavāhī]", "BT ghuṇivāō;T2 ghaṇivāhavō"
"512", "DNM 8.27 [sēālī]", "S sēa. liā"
"513", "DNM 7.4", ""
"514", "", "B vammaḍiaṁ, S vagasi; T varvaḍīaṁ ()"
"515", "DNM 6.133", "BT muḍī. After nīragī KS add avaguṭhanaśīla"
"516", "?", ""
"517", "?", "BT viśāla: for vilāsaḥ"
"518", "DNM 8.32 [siṁduvaṇō agniḥ]", ""
"519", "DNM 5.17", "BT tōmārī"
"520", "DNM 7.35", "KS vakalaṁ"
"521", "DNM 7.35", "BT vaṭṭala, S vaṁṭalaṁ"
"522", "?", "B hēraṇaṁ"
"523", "?", "KS mahāraṇa"
"524", "DNM 1.61 [āṇikaṁ tiryaksuratam]", ""
"525", "DNM 1.109", "BKS haṁḍō"
"526", "DNM 4.35", "B ṇiāṇi"
"527", "DNM 4.35 [ṇidiṇī]; DNM kutr̥ṇōddharaṇaṁ for kutr̥ṇaluñcanam"
"528", "DNM 3.31 [chēlī]", ""
"529", "DNM 1.12", ""
"530", "?", "BT om. Cf. bakarā and bakarī in Marathi"
"531", "DNM 2.34", "BT kullō. Cf kōlhā in Marathi"
"532", "DNM 8.47", ""
"533", "paḍasāḍiā ?", "BT paḍaasāiā:S paōasāimā"
"534", "DNM 6.2 [pasāiā]", ""
"535", "DNM 1.16", "BT aṁbarō"
"536", "Sk yuvā ?", "B japō"
"537", "DNM 2.28 [kālaō dhūrtaḥ]", "B kālō"
"538", "DNM 5.17", "KS lōlaṇō"
"539", "DNM 6.3", "B palassēvā; S pusu sēvā"
"540", "DNM 7.1 [rāalā]", "K rāaṇō; S rāaṇā"
"541", "DNM 7.1", "BT ralarā"
"542", "DNM 7.1", "B rāḍā"
"543", "DNM 7.73 [vīlaṇaṁ]", "B vīlaṇi; KS pālaṇa. T vicchila for picchilam"
"544", "DNM 2.77 [khēālū niḥsahaḥ asahana ity anyē]", "BT. khēāṇuaṁ"
"545", "DNM 5.59", "BT sārō"
"546", "DNM 2.104 [gēḍḍē]", "KS gōṁḍō davā (1)"
"547", "DNM 5.24 [= avasaraḥ]", ""
"548", "DNM 1.58", ""
"549", "DNM 5.6", "BT dhumārā; K duṁdhumārī, S dhuṁdhumārī"
"550", "DNM 1.147", "B ēkērāṇī"
"551", "DNM 1.32 [avayārō mādhyāmutsava viśēṣaḥ]", ""
"552", "DNM 2.97", "KS alpō janmanā for alpajalpanaḥ"
"553", "DNM 5.10 [tāmara ramyam]", "KS vāmarō sundarā"
"554", "DNM 2.93", "B gōttaṇhāṇī"
"555", "DNM 2.70 [khaṭṭikō]", "KS khēṭṭikō"
"556", "DNM 6.62", ""
"557", "DNM 8.8 [saurī śakunika]", "KS sūḍī"
"558", "DNM 6.4", "BT vaūḍha, KS padūda"
"559", "DNM 8.58", ""
"560", "DNM 2.37", "BT kusiō, KS kuḍḍiō"
"561", "DNM 8.42", "K sēṭṭī"
"562", "DNM 3.11 [cirayā]", "B cirīa; S jiliā"
"563", "?", "KS ūaī"
"564", "?", "KS ūiō; T puḷaō"
"565", "DNM 6.38", ""
"566", "A variant of (565)", "B vāṇō"
"567", "DNM 1.79 [ikkuma]", "K kaisī; S kaisaṁ"
"568", "DNM 5.58 [dhasalō]", ""
"569", "DNM 5.25 [thasō]", "KS. thāhō or dhāhō"
"570", "DNM 5.25", ""
"571", "DNM 5.62", "BT dhurīaṁ"
"572", "DNM 6.5", "B paccuhō"
"573", "DNM 4.44", "S ṇisarō"
"574", "DNM 2.89", ""
"575", "DNM 1.31", "KS agulli or agusthi"
"576", "DNM 1.13 [aaṁkhō]", "BT aahathō"
"577", "DNM 7.85 [vappiṇō] or DNM 7.48 [vappīḍiyaṁ]", "KS bacchicayaṁ, T vippivaaṁ"
"578", "DNM 6.26", "BT vallavāaṁ; KS caṁcalāa"
"579", "DNM 1.7 [ajjhōllī dugdhadōhyā dhēnuḥ, yā punaḥ punarduhyatē]", "B ajhōjjhaliō; KS ajjhōliō punaḥ punaryadūhyatē"
"580", "DNM 2.74", ""
"581", "DNM 2.72 [khuḍḍiaṁ]", "KS svalpakaṁ taru for svalpaka ratam "
"582", "DNM 3.21", "K ririhā; S girihā"
"583", "?", "KS ṭōvaruō; T ḍēvacaraō"
"584", "DNM 6.25 [paccuhiaṁ ?]", "B vappua"
"585", "DNM 6.63 [pōiō kāndavikaḥ, khadyōta ityanyē]", "B vōiō"
"586", "DNM 6.113", ""
"587", "DNM 6.113 [miṇāya]", ""
"588", "DNM 6.140", "KS muḍū"
"589", "DNM 6.49", "B piṇā (uō aṇu) ō (1), KS viṇāī"
"590", "DNM 5.37", ""
"591", "DNM 1.58 [akkasālā]", "K akayālō"
"592", "DNM 7.43", "B baalaṇī"
"593", "DNM 6.44 [pāḍiaggō]", "BT paḍiggahō KS vāḍiggahō"
"594", "DNM 6.44 [pājhaaggō]", ""
"595", "DNM 4.19", "KS gaṁdaṇṇō"
"596", "?", "BT xxx aō"
"597", "DNM 1.56 [avajjhasaṁ]", "KS avajjusō"
"598", "DNM 5.50", ""
"599", "DNM 6.43", "KS pāḍiajhō"
"600", "DNM 3.58", "BT dhuttī"
"601", "DNM 5.1", "KS vaḍhē"
"602", "DNM 2.33", "B guṭṭīhaāśramaḥ (1)"
"603", "DNM 8.71 [huluvvī]", "B bhuluvīā"
"604", "DNM 3.13 [ciricirā or ciricirā]", "B viō ()"
"605", "DNM 8.72", "DNM sarpaśiraḥsajñēna hastēna niṣēdhaḥ"
"606", "DNM 2.82", "B gahaṇī"
"607", "?", "KS vālakī kujjhaṭī (1); T valukī kakaṭī. Cf vāḷūka in Marathi"
"608", "DNM 2.2", ""
"609", "?", "K gaalō; S gaarō"
"610", "?", "K om. vipraḥ"
"611", "DNM 7.11 [rōrō raṅkaḥ]", ""
"612", "DNM 7.95 [vēālō, Sk vikāla.]", "BT pēāla"
"613", "Sk harit", "B hari"
"614", "?", "B halaka"
"615", "DNM 7.5", "BT giggō; K vimō. S pradēśaḥ for pravēśaḥ. Cf rīgha in Marathi"
"616", "DNM 7.35 [vayaḍōṁ]", "Sk vaṭa ? KS vaallō"
"617", "DNM 7.26", "BT valla spaśānvitam"
"618", "Sk. ", "KS ca śukla; T pasukaṁ"
"619", "DNM 8.42", "K lēō or liō- S lēvō"
"620", "DNM 7.18 [lasakaṁ tarakṣīraṁ]", "B rasīaṁ; S salaaṁ. K vaṭakṣīra for viṭapikṣīram"
"621", "DNM 6.19,28 (DNM vacanam iti sātavāhanaḥ)"
"622", "DNM 2.26", ""
"623", "DNM 8.36", ""
"624", "DNM 2.28", "Words from 625 to 675 are omitted in B, but are found in KS and on the misplaced folio 138 in T, and folio 180 in T"
"625", "DNM 6.128 [maṇiṇāyahara samudraḥ]", ""
"626", "DNM 6.8", "K paḍirō S paḍilō; T vaḍīrō"
"627", "Sk.", "T vēlavaṁ mātapa (1)"
"628", "DNM 8.71", "KS hūsō lēkhakāraḥ, T bhr̥sō lōhakāraḥ"
"629", "DNM 6.136", "KS suhatthaī; Tsuharthasa" 
"630", "DNM 2.51", "K jaṭā, S jaṭō"
"631", "DNM 6.129 [māilī]", ""
"632", "DNM 7.23 [līlō]", ""
"633", "DNM 2.20", "(DNM mr̥ta- pravahaṇaṁ yēna mr̥takamuhyatē । sāmānyēna yānapātramiti kēcit). KS kamalaṁ; T kāga- mala"
"634", "DNM 8.39 [sudāruṇō]", "KST mudāiṇī"
"635", "DNM 6.114", "KS maralō; T marūḷō"
"636", "?", "T bhūsasthō"
"637", "DNM 6.76 [pāḍalō]"
"638", "DNM 6.12 [parialī]", "K pariālō, S pariāli; T parīālī"
"639", "DNM 1.14 [adāō]", "T aṁdaō"
"640", "DNM 7.55", "KS pāḍalī"
"641", "DNM 8.5", "KS śēphālī; T saṁpālī"
"642", "DNM 2.97 [gōccaō]", "S gōṁcōṁ; T gōppaaṁ"
"643", "From Sk kōśa or kāsō vastram", "After kuvindaḥ T adds tantuvāyaḥ"
"644", "DNM 2.25 [kaḍapaḍavā]", "T kīḍavaḍavaṁ"
"645", "DNM 1.20 [avagūḍha]", "KS avadūḍhaṁ; T. avaūḍhā. K vālika; T2 vyaḷīka for vyalīkam"
"646", "DNM 1.42", ""
"647", "DNM 4.48 [ṇivvaṁ kakuda vyājaḥ]", "T nēppa"
"648", "DNM 6.11 [pahamma]", "K pahaggō; S pahaṇṇaṁ; T. pahamēmā"
"649", "DNM 2.15", "KS kaṁḍiō; T kīriō"
"650", "DNM 2.31 [kiṁjakkhō]", "8 kijukō; T kiṁjukkhā"
"651", "DNM 5.8 [tahalliā gōvāṭa:]", "KS apaśrutiḥ for apamr̥tiḥ"
"652", "DNM 8.61 [hatthallī hastavr̥sī?]", "T artharī"
"653", "DNM 2.90 [gummī]", "T guī"
"654", "From guṁjā ?", "T gōjjala"
"655", "?", "In the words that follow, the meaning in Sanskrit is given first and the Desi word comes next"
"656", "DNM 1.78", "KS abhraṁdaraṁ 1"
"657", "DNM 6.9", "KS pappaḍō, T pappaḍō"
"658", "DNM 5.30", "S ḍōha, T dōhaiṁ"
"659", "DNM 2.7", "S kaṭala"
"660", "DNM 2 81 [gajō galla]", "T; gajja"
"661", "?", "S aṇuladdhaṁ, T agullī" 
"662", "?", "S paḍō, ḍāvā in Marathi 2"
"663", "DNM 4.6", "T ḍāpō"
"664", "?", "KS divaō"
"665", "DNM 1.15", "KS amaaṇi tyamō"
"666", "?", "S sakarō, T sasarō"
"667", "DNM 3.5+", ""
"668", "DNM 5.13", "K tiīṁgacha।ō; S tigicchādō"
"669", "DNM 2.71", "T. khavadōṁ"
"670", "?", ""
"671", "DNM 5.12 [tittiriaṁ snānām]", "T tittiriḍī"
"672", "DNM 2.16", "T kaḍattarī"
"673", "DNM 6.107", "T; mr̥daō; T2 bhr̥dēō"
"674", "DNM 8.5", ""
"675", "From svap", "B sōsiō, T sōsīō"
"676", "DNM 8.70 [huḍḍumō]", ""
"677", "DNM 6.111", ""
"678", "DNM 1.155 [ōrilō acirakāla]", ""
"679", "DNM 1.146", "B ēkasāhillō, KS ēkakhāiō"
"680", "DNM 8.68 [hiṁbiaṁ ēkādagamanakrīḍā]", "KS haṁbiḍiā"
"681", "DNM 7.50", "KS suhuaiṇī"
"682", "?", "BT ghudiṇī"
"683", "DNM 6.79", "BT vilarī, S pittiri"
"684", "DNM 1.40 [agaḍigēhō]", "K gaṁ. ḍimōhō, S agaḍimōhō"
"685", "DNM 5.6", "KS cōḍillī"
"686", "DNM 4.31 [ṇilaṁkō]", "K ṇilippā"
"687", "DNM 4 31", ""
"688", "DNM 3.32 [chattasōvaṇaya]", "B chēttamōpaṇī; KS chattasōvaṇa. In the next group some words have more than one sense"
"689", "DNM 7.40 [vappīō]", "BT sappaō, S vapphaō"
"690", "DNM 6.90 [bappīhō]", "BT sappiō"
"691", "DNM 6.25 [paḍikkharō krūra]", "T; paḍakkharō"
"692", "DNM 8.20 [saisiliṁbō skandaḥ kumāra 1]", "BT saisiddhiō"
"693", "DNM 2.13", "BT tahaḍō; KS kahōḍō"
"694", "DNM 6.121", ""
"695", "DNM 7.40 [vōdrahō]", ""
"696", "DNM 6.53", "BT duhaṁḍō; K phuaḍi; S ghaaḍi"
"697", "DNM 6.53", "KS paḍaō"
"698", "DNM 6.80", ""
"699", "DNM 1.62 [āmēlō 1]", "T āmalaka"
"700", "DNM 6.90", "K caṁcari; S cacarī kālē"
"701", "DNM 8.10", "BT siṁdārī; KS siṁdira"
"702", "DNM 1.129", ""
"703", "DNM 7.44 [vaḍḍhaiō]", "BT. caiṭṭaō. S vaḍaiō"
"704", "DNM 2.37 [kuṭṭāō]", "BT kuṭhārō; K kuṭārō"
"705", "DNM 3.1 [cōṭī]", "B cula; KS culī"
"706", "DNM 6.37 [pāsī]", ""
"707", "DNM 2.13 [kaṁbarō]", "KS kaṁcaraṁ"
"708", "DNM 2.13", "BT kōḍurī, KS kōthuraṁ"
"709", "DNM 4.45", "B jārē; KS paurē for cōrē"
"710", "?", "(paḍiajjhaō ? DNM 6.31)"
"711", "DNM 2.55", "B kamaṭhō; KS kamalō. After this word KS add virēḍō"
"712", "DNM 1.26 [avaḍuō]", ""
"713", "DNM 2.104", ""
"714", "DNM 1.59", "Bakkhaṇavēlī"
"715", "DNM 4.34", "B ṇijaō; KS ṇijjāō (DNM 4.33)"
"716", "DNM 2.59", "B kāhillī; KS hōhalli; KS rāṣṭrē for bhrāṣṭra"
"717", "DNM 2.55 [karaḍō]", ""
"718", "DNM 1.148", "B ēkkasaṁhō, K ēkasuhō; S ēkasahō T ēkasuhahō, B nirdharmāsanayōḥ for nirdharmādhanayōḥ"
"719", "DNM 1.55 [aṁtēllī]", "KS puttilli. B kr̥ṣau ūaārō for udarē"
"720", "?", ""
"721", "DNM 6.143", ""
"722", "DNM 2.52", "BT appālaṁ"
"723", "DNM 7.96 [vēllahalō 1]", "BT lalanāyō"
"724", "DNM 1.68 [āaḍḍiaṁ]", "T āaṁṭiā"
"725", "?", "S sakaṁba. BT purē for pracurē"
"726", "DNM 2.54", "K vr̥ṣṭē for vr̥ṣē"
"727", "DNM 7.16 [= pramāṇa]", "KS lōha"
"728", "DNM 7.15", "BT. rōhaṁḍaṁ. KS icchāmunyōḥ; T2 ucchāmōḥ for icchāmayōḥ"
"729", "DNM 7.59 [kāliṁbō]", ""
"730", "kēā ? DNM 2.44", "BT kēṁdhū"
"731", "DNM 4.29 [= ripugr̥ha]", "Br̥cchau for r̥jau"
"732", "DNM 2.63", "S om.the word"
"733", "DNM 2.63 [kuruḍō]", "S om.the word.B dvāvapyadravē puṇi ca; S nidarya nipuṇē ca. or dvāvapyanaghē nipuṇē ca"
"734", "DNM 1.73", "S āla"
"735", "DNM 2.59", "BT kiṇṇō"
"736", "DNM 7.27", "KS lāira. K acirārthē for ajirārdha"
"737", "DNM 2.58", "KS kuliā. KS tr̥ṇavr̥ddhau for r̥ṇavr̥ddhau"
"738", "DNM 2.15", "KS kacchē kaṭhikāyāṁ for kaṇṭhē karṇikāyā"
"739", "DNM 1.87 [udāṇā culī]", "KS udghāṇō. KS kucarē for kurarē"
"740", "DNM 1.160 [ōlaiṇī]", "BT ōladhaṇī, S ulaaṇaṁ"
"741", "DNM 2.77", "BT khappō"
"742", "DNM 4.13", "BT ḍōṁga; S kōṁḍi"
"743", "DNM 3.39", "BT cēṁḍā; S dēṁḍā"
"744", "DNM 8.55 [sīhaliā]", "KS sihaḍī"
"745", "DNM 1.123 [udda]", "B dardō; T daddō. K udakē; T kakuda for kakudi. K dātr̥pr̥ṣṭhē; S dhātupr̥ṣṭhē for dāntapr̥ṣṭhē"
"746", "DNM 2.64", "BT kōllī; KS kōṁḍi. KS jīvanāyāṁ for skhalanāyāṁ. K dōhadaviṣamāyā for dōhaviṣa- māyā"
"747", "DNM 5.20 [=bhujaḥ]", "B namaṇī; K tanaṇī; S tagaṇī"
"748", "DNM 8.1", ""
"749", "DNM 1.135", "BT upiṁjalaṁ. K tarē; S talē for ratē"
"750", "DNM 4.47", "DNM ratē for vinatē"
"751", "DNM 1.97 [uccāḍō vipula:]", "K icchāḍanaṁ"
"752", "DNM 5.38 [dāō pratibhūḥ]", "BT darō"
"753", "DNM 6.99", "BT pōṁdī; K bōḍi; S vaṁdi"
"754", "DNM 1.131", ""
"755", "DNM 6.96", "BT bōdhō"
"756", "DNM 1.106 [uccaḍiō]", "BT uccavihō aśikāmānē ? "
"757", "DNM 1.83", "BT vallī. B vaphatrāṇē for varṣatrāṇē, Cf iralī in Marathi and Dravidian Puli"
"758", "DNM 6.64", ""
"759", "DNM 1.60", "BT akaḍamalimō "
"760", "DNM 5.33 [dayaṁ]", "BT uaṁ"
"761", "DNM 2.112", "BT yōliaṁ; KS gāliaṁ"
"762", "DNM 3.41 [= halaśikhā 1]", "KS ayasivadānē for hayē śaśivadanē"
"763", "DNM 2.69", "B khajjanō, KS khaḍḍarō, T khacanō"
"764", "DNM 5.20", "BT kalimō. B gr̥hē baddhabhūmau for gr̥hōrśvabhūmau. B pāśagr̥hē for vāsa"
"765", "DNM 3.60", "BT jhajhaddhā (8)"
"766", "DNM 7.83", "BT vapō; KS vauppā. B sabhikē for balādhikē"
"767", "DNM 7.86 [vallara]", ""
"768", "DNM 6.112", "B marālī; KS marālaṁ DNM haṁsa iti sātavāhanaḥ"
"769", "DNM 6.143 [mammakā]", "B cammakō; T carmakēkā ()"
"770", "DNM 7.62 [visaḍhō ?]", "KS pisaḍō; T. bisiḍō"
"771", "DNM 6.91", "B balavaḍī; K balapucchi; S balapuṭṭi. B vyāyāmē sabhāyāṁ; K vyāyāmasabhāyāṁ, DNM vyāyāmasahētyanyē"
"772", "DNM 8.56", "BT sijhiō; KS jhiṁjhaō. B rajata° for rajaka"
"773", "DNM 7.95 [vēiddhō]", "B vēiṭṭō; T vēiṭṭhō. KS natī for tanau"
"774", "?", ""
"775", "DNM 7.84", "T satatavapana for satatapavana"
"776", "DNM 7.13", ""
"777", "DNM 7.83", "S caṁḍō. B bhramē for bhr̥tyē"
"778", "DNM 6.145", "BT mattharaṁ. BT kuṭuṁbē for kusumbhē"
"779", "DNM 7.27 [layaṇa]", "B laanaṁ; T layanaṁ"
"780", "DNM 6.141 [mammaṇō]", "B sarōṣa for rōṣē"
"781", "DNM 5.15 [tuhikkō]", "B tuhikkī; KS tumhikaṁ",
"782", "", "BT chōṇō. KS calē for carē; K jōrē; S cōlē"
"783", "DNM 5.23", "BT tuvilli"
"784", "DNM 6.69 [patthārī]", "S paṁtharī. B svamatau; K saṁtatau; T svatau (1)"
"785", "DNM 4.34", "B ṇiccaviḍaṁ; KS ṇicciṭṭa. KS udbhaṭē for ratyārabhaṭē"
"786", "?", "KS padayōrapi (1)"
"787", "DNM 3.61", "BT jhasurī"
"788", "", "B vipparō"
"789", "DNM 6.76", "B pāṭalō; K pāḍilē, S pāḍirō"
"790", "DNM 6.98", "S biṁbōvaaṇaṁ"
"791", "DNM 2.61", "KS kukulō"
"792", "DNM 3.23", "B cuccuṇiā; K cuṁcaṇiā; S caṁcuṇēō. B muṣṭikēṣṭa- kāyā for muṣṭidyūtē yūkāyā samarthē ca"
"793", "DNM 4.4", "BT chidakō;S ḍakō"
"794", "DNM 2.45", "BT chiṇṇa; kiṇō"
"795", "DNM 4.44", "B dāntē; KS śāṇē for ṣaṇḍhē."
"796", "DNM 2.76 [khukhuṇī?]", "K vēlaka;S dēlakaṁ. KS mithyā ghaṭamānē ca?"
"797", "DNM 1.55", ""
"798", "DNM 5.56", "BT pēḍa"
"799", "DNM 1.52", ""
"800", "DNM 1.26 [aralāyā]", "BT arālāō. BT maratē for maśakē"
"801", "DNM 1.49", ""
"802", "DNM 1.16", "BKT alliā"
"803", "DNM 6.65 [pāṇī]", "BT kakaṇaṁ; S pacaṇaṁ. BT atirōmābhāvavati for atiśōbhāvati"
"804", "DNM 6.66", "BT vanbhārō"
"805", "DNM 6.69", "B paccujjō; K cuccujjō, S cuṁcujjō"
"806", "DNM 6.76 [pāsalla]", "BT vāagō; KS vāsaṇyō"
"807", "DNM 7.49 [vippayaṁ ?]", ""
"808", "", "KS ālaṁkārē ca for jālakē ca"
"809", "?", "KS kuḍḍō vyāpannē; T kēḍḍhō"
"810", "DNM 1.153 [ōhaṭṭō]", ""
"811", "DNM 1.168", "BT ōhakkū; KS ōhaddhaṁ"
"812", "DNM 4.4 [ṭōlō]", "KS śēlō"
"813", "DNM 5.23", "BT tōḍḍō"
"814", "DNM 4.7 [ḍaharī ?]", "BT ḍasarī; KS ḍasaraṁ"
"815", "DNM 4.51", "BT chaṇī- ukkaṇē (?); KS ṇidukkaiṇō. B kārmukē; KS kāmē for vāyasē"
"816", "DNM 6.71", "B vaka; T cakkaṁ"
